125
125
-0,47171322
-0,2527113
0,024000525
-0,039031446
0,40540147
0,2986166
-0,18919653
-0,048428208
0,19893962
-0,411404
-0,05449629
0,05047846
-0,39867407
0,13020545
0,3257391
-0,48022476
0,2861504
-0,33791882
-0,3390297
-0,20853272
0,18434972
-0,06810349
0,12160683
0,25884122
0,07817346
0,4759938
-0,33809474
-0,31834173
0,3373016
-0,06644362
0,09793514
-0,14417768
0,4447717
0,3712415
0,12852365
0,2972536
-0,4874439
0,13011605
0,12635303
-0,33607513
0,1815455
-0,073132664
-0,33659762
0,28099823
-0,040675282
-0,18749359
0,4333496
-0,40236875
-0,257905
-0,37160498
-0,28107536
-0,39857513
-0,3299216
-0,09918696
0,29517955
-0,28175923
-0,18520778
0,022048235
-0,29620075
-0,41820788
-0,25163728
0,07285869
-0,2435494
0,47461033
0,20645517
0,18922448
-0,3339172
-0,4981968
-0,46481368
-0,07980162
0,2773739
-0,2859782
-0,068084955
0,20217097
0,19985491
-0,4448617
-0,23840246
-0,1268827
0,22302449
-0,26741013
-0,36638826
-0,033638835
0,26990998
0,01427424
0,15896034
0,121275485
-0,29471803
-0,25060564
-0,2210145
0,109167814
-0,22792175
-0,24587962
-0,20995829
-0,36276776
-0,17761219
-0,068271875
0,34068608
-0,35692933
-0,044791996
-0,36494336
0,0064231157
0,305852
-0,18198645
-0,23194781
0,052349508
0,25648552
-0,448372
-0,102668226
-0,17030734
-0,13280016
0,47039193
0,18679649
0,28077143
0,27315837
-0,34815612
0,2511021
0,30014592
-0,48883936
0,4829191
-0,39962488
0,46435052
0,1014629
-0,058960915
0,25003487
0,062144578
0,11903447
0,117479265
0,14018846
0,3686505
-0,041237563
0,4914189
0,13354743
-0,19804293
0,1857028
-0,33676142
-0,3336919
0,42831898
0,3334157
-0,3074664
0,4015227
-0,19071218
-0,06077975
0,04967791
-0,27376923
0,1229108
0,42621332
0,25521493
-0,34336782
-0,24337956
-0,4228142
-0,45914435
-0,35975233
0,072197676
0,14070964
-0,3001558
0,23591202
-0,46230125
0,37839812
0,14102143
-0,15419927
-0,47403812
-0,45330858
0,38061297
0,04029548
-0,41280407
-0,4165963
-0,09609619
-0,09346822
0,45358366
0,13393784
0,47467834
-0,4402225
0,3807302
-0,38392457
-0,10685527
0,4318195
0,21980476
-0,37406176
0,063925624
0,27331048
-0,213599
-0,13841575
-0,35859305
-0,04756996
0,3943634
0,41131258
-0,14900556
0,3271593
0,015882611
0,27460033
-0,47223055
0,30704182
-0,45114806
0,07260263
0,2629903
-0,24045837
0,23021364
-0,41281164
0,0865705
0,32803065
0,4723729
0,099907994
-0,40081587
-0,030540615
0,31902945
-0,02434197
-0,16781476
0,21887016
0,043185413
0,07146603
-0,3948389
-0,3806715
-0,13156778
0,3395704
0,32197553
-0,36514968
-0,3587963
-0,045480818
-0,09971613
0,101086795
0,2071259
0,18346894
-0,05917573
0,40846735
-0,26518223
-0,39470455
-0,25724936
0,08062911
-0,37198436
-0,13663292
-0,22308716
0,19383651
0,063714445
0,42459053
-0,36718583
0,25361758
0,32600576
0,28000963
0,02358675
-0,45682928
-0,47397578
0,14940917
0,22856218
-0,2996599
-0,15488008
0,273789
-0,3903487
-0,4104336
0,4928307
-0,4097033
0,083517015
0,28254163
-0,2801889
-0,40785038
-0,15364972
0,2893901
0,08193159
-0,35017407
-0,20989913
-0,017530203
0,41154498
0,16469032
0,09534484
-0,48566785
0,296207
0,4717514
0,10071617
0,10723722
-0,32368076
-0,48012123
0,03630203
-0,13667953
0,24286199
0,17733175
0,01822418
-0,47693613
0,09236175
0,42091227
-0,003037274
0,4476177
0,19697762
0,24838889
0,32315546
-0,19701728
0,32890272
0,18065268
-0,3973811
-0,21634066
-0,40317008
-0,09043771
-0,17286912
-0,48751867
0,4825806
-0,24523121
-0,1436522
0,33443373
-0,15322396
-0,47445154
0,090708196
-0,22138634
-0,016073883
0,30458754
0,024437368
0,40560955
0,052512705
-0,06136334
-0,2936203
0,44777226
0,23025674
-0,4894289
0,2507457
0,49044764
0,34315228
0,11385709
0,20298296
0,042194128
-0,30682427
-0,45755708
0,4233032
-0,18385473
0,039685786
0,19760293
-0,2450976
-0,34348446
0,06433582
-0,30347753
0,3868606
-0,39151385
0,37199765
0,049702942
-0,07274601
-0,45528114
0,034492493
0,46192855
-0,17012432
-0,45566162
0,15359151
-0,460245
-0,24179345
-0,16477045
-0,16604927
0,223445
0,35926408
-0,41145104
-0,10664672
0,37994367
0,23800206
-0,102038026
0,23596561
0,19444609
0,085424304
0,13235682
-0,036386877
-0,17349473
-0,1286672
0,11149466
0,49208045
0,4568779
0,10767925
-0,15542275
0,49916703
-0,4767025
-0,21902606
0,07579756
0,13107836
0,31835938
0,13028425
0,21455723
0,25017548
-0,20188999
-0,30327043
0,16520602
-0,0689365
0,06751484
-0,07854837
-0,10820663
0,23958045
-0,031084865
-0,3857482
-0,4731603
-0,03791657
-0,24827978
0,096722186
0,4243421
-0,002498418
0,49811214
-0,20254502
-0,32419842
-0,057988673
0,23894703
0,016550481
-0,3051663
0,37093562
0,21184361
-0,2721025
-0,17129466
-0,31065455
0,4025933
0,31171894
-0,47808117
-0,32347655
0,18311048
-0,1108816
-0,31294033
-0,36245298
-0,40328854
0,042672575
0,37715805
-0,12795132
-0,44618106
-0,35994977
0,47217286
-0,038940787
0,0483706
0,41250157
0,45457363
-0,23017427
-0,13663262
-0,49430147
-0,0039066076
0,19223636
-0,23602375
0,03479874
0,26143062
-0,3616026
0,21041179
-0,32445896
0,44751507
-0,17433345
0,1465326
0,48002452
-0,21411875
0,39042646
-0,3682451
-0,22145203
0,25904644
-0,14115253
0,014533818
-0,399086
0,19487876
0,15617037
-0,274146
0,2221368
0,30130607
0,08537179
-0,34484378
0,07471675
0,082142055
0,16760176
-0,21638963
0,012041628
0,14037073
0,08803755
0,04349023
-0,37927923
-0,4237675
-0,060186625
-0,43348622
0,3177883
-0,44387752
-0,48112196
0,22512317
0,05449742
-0,011675984
0,34334874
-0,16107398
0,43032646
-0,012139171
-0,42382562
0,36582845
-0,06526089
-0,16272986
0,26474303
0,49071097
0,47013104
0,4300145
-0,27401388
-0,37578022
0,019133568
0,27034318
0,20086914
0,4323551
-0,32361084
0,3063882
0,25002486
0,41306663
